name,flag,description,source,header,cfg,is_analysis
NVPTXPeephole,-nvptx-peephole,NVPTX Peephole,lib/Target/NVPTX/NVPTXPeephole.cpp,,False,False
NVPTXProxyRegErasure,-nvptx-proxyreg-erasure,NVPTX ProxyReg Erasure,lib/Target/NVPTX/NVPTXProxyRegErasure.cpp,,False,False
NVVMIntrRange,-nvvm-intr-range,Add !range metadata to NVVM intrinsics.,lib/Target/NVPTX/NVVMIntrRange.cpp,,False,False
NVVMReflect,-nvvm-reflect,Replace occurrences of __nvvm_reflect()calls with 0/1,lib/Target/NVPTX/NVVMReflect.cpp,,False,False
NameAnonGlobalPass,-name-anon-globals,Provide a name to nameless globals,lib/Transforms/Utils/NameAnonGlobals.cpp,include/llvm/Transforms/Utils/NameAnonGlobals.h,False,False
NaryReassociatePass,-nary-reassociate,Nary reassociation,lib/Transforms/Scalar/NaryReassociate.cpp,include/llvm/Transforms/Scalar/NaryReassociate.h,False,False
NewGVNPass,-newgvn,Global Value Numbering,lib/Transforms/Scalar/NewGVN.cpp,include/llvm/Transforms/Scalar/NewGVN.h,False,False
ObjCARCAAWrapperPass,-objc-arc-aa,ObjC-ARC-Based Alias Analysis,lib/Analysis/ObjCARCAliasAnalysis.cpp,include/llvm/Analysis/ObjCARCAliasAnalysis.h,False,True
ObjCARCAPElimPass,-objc-arc-apelim,ObjC ARC autorelease pool elimination,lib/Transforms/ObjCARC/ObjCARCAPElim.cpp,,False,False
ObjCARCContractPass,-objc-arc-contract,ObjC ARC contraction,lib/Transforms/ObjCARC/ObjCARCContract.cpp,,False,False
ObjCARCExpandPass,-objc-arc-expand,ObjC ARC expansion,lib/Transforms/ObjCARC/ObjCARCExpand.cpp,,False,False
ObjCARCOptPass,-objc-arc,ObjC ARC optimization,lib/Transforms/ObjCARC/ObjCARCOpts.cpp,,False,False
OptimizationRemarkEmitterWrapperPass,-opt-remark-emitter,Optimization Remark Emitter,lib/Analysis/OptimizationRemarkEmitter.cpp,include/llvm/Analysis/OptimizationRemarkEmitter.h,False,True
OptimizePHIs,-opt-phis,Optimize machine instruction PHIs,lib/CodeGen/OptimizePHIs.cpp,,False,False
OptimizeReturned,-wasm-optimize-returned,"Optimize calls with \""returned\"" attributes for WebAssembly",lib/Target/WebAssembly/WebAssemblyOptimizeReturned.cpp,,False,False
PAEvalPass,-pa-eval,Evaluate ProvenanceAnalysis on all pairs,lib/Transforms/ObjCARC/ProvenanceAnalysisEvaluator.cpp,,False,True
PEI,-prologepilog,Prologue/Epilogue Insertion,lib/CodeGen/PrologEpilogInserter.cpp,,False,False
PGOIndirectCallPromotionLegacyPass,-pgo-icall-prom,"Use PGO instrumentation profile to promote indirect "" ""calls to direct calls.",lib/Transforms/Instrumentation/IndirectCallPromotion.cpp,,False,False
PGOInstrumentationGenCreateVarLegacyPass,-pgo-instr-gen-create-var,Create PGO instrumentation version variable for CSPGO.,lib/Transforms/Instrumentation/PGOInstrumentation.cpp,include/llvm/Transforms/Instrumentation/PGOInstrumentation.h,False,False
PGOInstrumentationGenLegacyPass,-pgo-instr-gen,PGO instrumentation.,lib/Transforms/Instrumentation/PGOInstrumentation.cpp,include/llvm/Transforms/Instrumentation/PGOInstrumentation.h,False,False
PGOInstrumentationUseLegacyPass,-pgo-instr-use,Read PGO instrumentation profile.,lib/Transforms/Instrumentation/PGOInstrumentation.cpp,include/llvm/Transforms/Instrumentation/PGOInstrumentation.h,False,False
PGOMemOPSizeOptLegacyPass,-pgo-memop-opt,Optimize memory intrinsic using its size value profile,lib/Transforms/Instrumentation/PGOMemOPSizeOpt.cpp,,False,False
PHIElimination,-phi-node-elimination,Eliminate PHI nodes for register allocation,lib/CodeGen/PHIElimination.cpp,,False,False
PPCBSel,-ppc-branch-select,PowerPC Branch Selector,lib/Target/PowerPC/PPCBranchSelector.cpp,,False,False
PPCBoolRetToInt,-bool-ret-to-int,Convert i1 constants to i32/i64 if they are returned,lib/Target/PowerPC/PPCBoolRetToInt.cpp,,False,False
PPCBranchCoalescing,-ppc-branch-coalescing,Branch Coalescing,lib/Target/PowerPC/PPCBranchCoalescing.cpp,,False,False
PPCCTRLoopsVerify,-ppc-ctr-loops-verify,PowerPC CTR Loops Verify,lib/Target/PowerPC/PPCCTRLoops.cpp,,False,False
PPCEarlyReturn,-ppc-early-ret,PowerPC Early-Return Creation,lib/Target/PowerPC/PPCEarlyReturn.cpp,,False,False
PPCExpandISEL,-ppc-expand-isel,PowerPC Expand ISEL Generation,lib/Target/PowerPC/PPCExpandISEL.cpp,,False,False
PPCLoopInstrFormPrep,-ppc-loop-instr-form-prep,Prepare loop for ppc preferred instruction forms,lib/Target/PowerPC/PPCLoopInstrFormPrep.cpp,,False,False
PPCLowerMASSVEntries,-ppc-lower-massv-entries,Lower MASSV entries,lib/Target/PowerPC/PPCLowerMASSVEntries.cpp,,False,False
PPCMIPeephole,-ppc-mi-peepholes,PowerPC MI Peephole Optimization,lib/Target/PowerPC/PPCMIPeephole.cpp,,False,False
PPCPreEmitPeephole,-ppc-pre-emit-peephole,PowerPC Pre-Emit Peephole,lib/Target/PowerPC/PPCPreEmitPeephole.cpp,,False,False
PPCQPXLoadSplat,-ppc-qpx-load-splat,PowerPC QPX Load Splat Simplification,lib/Target/PowerPC/PPCQPXLoadSplat.cpp,,False,False
PPCReduceCRLogicals,-ppc-reduce-cr-ops,PowerPC Reduce CR logical Operation,lib/Target/PowerPC/PPCReduceCRLogicals.cpp,,False,False
PPCTLSDynamicCall,-ppc-tls-dynamic-call,PowerPC TLS Dynamic Call Fixup,lib/Target/PowerPC/PPCTLSDynamicCall.cpp,,False,False
PPCTOCRegDeps,-ppc-toc-reg-deps,PowerPC TOC Register Dependencies,lib/Target/PowerPC/PPCTOCRegDeps.cpp,,False,False
PPCVSXCopy,-ppc-vsx-copy,PowerPC VSX Copy Legalization,lib/Target/PowerPC/PPCVSXCopy.cpp,,False,False
PPCVSXFMAMutate,-ppc-vsx-fma-mutate,PowerPC VSX FMA Mutation,lib/Target/PowerPC/PPCVSXFMAMutate.cpp,,False,False
PPCVSXSwapRemoval,-ppc-vsx-swaps,PowerPC VSX Swap Removal,lib/Target/PowerPC/PPCVSXSwapRemoval.cpp,,False,False
PartialInliningPass,-partial-inliner,Partial Inliner,lib/Transforms/IPO/PartialInlining.cpp,include/llvm/Transforms/IPO/PartialInlining.h,False,False
PartiallyInlineLibCallsPass,-partially-inline-libcalls,Partially inline calls to library functions,lib/Transforms/Scalar/PartiallyInlineLibCalls.cpp,include/llvm/Transforms/Scalar/PartiallyInlineLibCalls.h,False,False
PatchableFunction,-patchable-function,Implement the 'patchable-function' attribute,lib/CodeGen/PatchableFunction.cpp,,False,False
PeepholeOptimizer,-peephole-opt,Peephole Optimizations,lib/CodeGen/PeepholeOptimizer.cpp,,False,False
PhiValuesWrapperPass,-phi-values,Phi Values Analysis,lib/Analysis/PhiValues.cpp,include/llvm/Analysis/PhiValues.h,False,True
PhysicalRegisterUsageInfo,-reg-usage-info,Register Usage Information Storage,lib/CodeGen/RegisterUsageInfo.cpp,include/llvm/CodeGen/RegisterUsageInfo.h,False,True
PlaceBackedgeSafepointsImpl,-place-backedge-safepoints-impl,Place Backedge Safepoints,lib/Transforms/Scalar/PlaceSafepoints.cpp,,False,False
PlaceSafepointsPass,-place-safepoints,Place Safepoints,lib/Transforms/Scalar/PlaceSafepoints.cpp,,False,False
PostDomOnlyPrinter,-dot-postdom-only,"Print postdominance tree of function to 'dot' file "" ""(with no function bodies)",lib/Analysis/DomPrinter.cpp,include/llvm/Analysis/DomPrinter.h,False,False
PostDomOnlyViewer,-view-postdom-only,"View postdominance tree of function "" ""(with no function bodies)",lib/Analysis/DomPrinter.cpp,include/llvm/Analysis/DomPrinter.h,False,False
PostDomPrinter,-dot-postdom,Print postdominance tree of function to 'dot' file,lib/Analysis/DomPrinter.cpp,include/llvm/Analysis/DomPrinter.h,False,False
PostDomViewer,-view-postdom,View postdominance tree of function,lib/Analysis/DomPrinter.cpp,include/llvm/Analysis/DomPrinter.h,False,False
PostDominatorTreeWrapperPass,-postdomtree,Post-Dominator Tree Construction,lib/Analysis/PostDominators.cpp,include/llvm/Analysis/PostDominators.h,True,True
PostInlineEntryExitInstrumenterPass,-post-inline-ee-instrument,"Instrument function entry/exit with calls to e.g. mcount()"" ""(post inlining)",lib/Transforms/Utils/EntryExitInstrumenter.cpp,include/llvm/Transforms/Utils/EntryExitInstrumenter.h,False,False
PostMachineScheduler,-postmisched,PostRA Machine Instruction Scheduler,lib/CodeGen/MachineScheduler.cpp,include/llvm/CodeGen/MachineScheduler.h,False,False
PostOrderFunctionAttrsLegacyPass,-functionattrs,Deduce function attributes,lib/Transforms/IPO/FunctionAttrs.cpp,include/llvm/Transforms/IPO/FunctionAttrs.h,False,False
PostRAHazardRecognizer,-post-RA-hazard-rec,Post RA hazard recognizer,lib/CodeGen/PostRAHazardRecognizer.cpp,,False,False
PostRAMachineSinking,-postra-machine-sink,PostRA Machine Sink,lib/CodeGen/MachineSink.cpp,,False,False
PostRAScheduler,-post-RA-sched,Post RA top-down list latency scheduler,lib/CodeGen/PostRASchedulerList.cpp,,False,False
PreISelIntrinsicLoweringLegacyPass,-pre-isel-intrinsic-lowering,Pre-ISel Intrinsic Lowering,lib/CodeGen/PreISelIntrinsicLowering.cpp,include/llvm/CodeGen/PreISelIntrinsicLowering.h,False,False
PredicateInfoPrinterLegacyPass,-print-predicateinfo,PredicateInfo Printer,lib/Transforms/Utils/PredicateInfo.cpp,include/llvm/Transforms/Utils/PredicateInfo.h,False,False
PrintFunctionPassWrapper,-print-function,Print function to stderr,lib/IR/IRPrintingPasses.cpp,include/llvm/IR/IRPrintingPasses.h,False,True
PrintModulePassWrapper,-print-module,Print module to stderr,lib/IR/IRPrintingPasses.cpp,include/llvm/IR/IRPrintingPasses.h,False,True
ProcessImplicitDefs,-processimpdefs,Process Implicit Definitions,lib/CodeGen/ProcessImplicitDefs.cpp,,False,False
ProfileSummaryInfoWrapperPass,-profile-summary-info,Profile summary info,lib/Analysis/ProfileSummaryInfo.cpp,include/llvm/Analysis/ProfileSummaryInfo.h,False,True
PromoteMemoryToRegisterPass,-mem2reg,"Promote Memory to "" ""Register",lib/Transforms/Utils/Mem2Reg.cpp,include/llvm/Transforms/Utils/Mem2Reg.h,False,False
PruneEHPass,-prune-eh,Remove unused exception handling info,lib/Transforms/IPO/PruneEH.cpp,,False,False
R600ClauseMergePass,-r600mergeclause,R600 Clause Merge,lib/Target/AMDGPU/R600ClauseMergePass.cpp,,False,False
R600ControlFlowFinalizer,-r600cf,R600 Control Flow Finalizer,lib/Target/AMDGPU/R600ControlFlowFinalizer.cpp,,False,False
R600EmitClauseMarkers,-emitclausemarkers,R600 Emit Clause Markters,lib/Target/AMDGPU/R600EmitClauseMarkers.cpp,,False,False
R600ExpandSpecialInstrsPass,-r600-expand-special-instrs,R600 Expand Special Instrs,lib/Target/AMDGPU/R600ExpandSpecialInstrs.cpp,,False,False
R600Packetizer,-packets,R600 Packetizer,lib/Target/AMDGPU/R600Packetizer.cpp,,False,False
R600VectorRegMerger,-vec-merger,R600 Vector Reg Merger,lib/Target/AMDGPU/R600OptimizeVectorRegisters.cpp,,False,False
RABasic,-regallocbasic,Basic Register Allocator,lib/CodeGen/RegAllocBasic.cpp,,False,False
RAGreedy,-greedy,Greedy Register Allocator,lib/CodeGen/RegAllocGreedy.cpp,,False,False
RISCVExpandPseudo,-riscv-expand-pseudo,RISCV pseudo instruction expansion pass,lib/Target/RISCV/RISCVExpandPseudoInsts.cpp,,False,False
RISCVMergeBaseOffsetOpt,-riscv-merge-base-offset,RISCV Merge Base Offset,lib/Target/RISCV/RISCVMergeBaseOffset.cpp,,False,False
ReachingDefAnalysis,-reaching-deps-analysis,ReachingDefAnalysis,lib/CodeGen/ReachingDefAnalysis.cpp,include/llvm/CodeGen/ReachingDefAnalysis.h,False,True
ReassociatePass,-reassociate,Reassociate expressions,lib/Transforms/Scalar/Reassociate.cpp,include/llvm/Transforms/Scalar/Reassociate.h,False,False
RedundantDbgInstEliminationPass,-redundant-dbg-inst-elim,Redundant Dbg Instruction Elimination,lib/Transforms/Scalar/DCE.cpp,include/llvm/Transforms/Scalar/DCE.h,False,False
RegAllocFast,-regallocfast,Fast Register Allocator,lib/CodeGen/RegAllocFast.cpp,,False,False
RegBankSelect,-regbankselect,Assign register bank of generic virtual registers,lib/CodeGen/GlobalISel/RegBankSelect.cpp,include/llvm/CodeGen/GlobalISel/RegBankSelect.h,False,False
RegUsageInfoCollector,-RegUsageInfoCollector,Register Usage Information Collector,lib/CodeGen/RegUsageInfoCollector.cpp,,False,False
RegUsageInfoPropagation,-reg-usage-propagation,Register Usage Information Propagation,lib/CodeGen/RegUsageInfoPropagate.cpp,,False,False
RegionInfoPass,-regions,Detect single entry single exit regions,lib/Analysis/RegionInfo.cpp,include/llvm/Analysis/RegionInfo.h,True,True
RegionOnlyPrinter,-dot-regions-only,Print regions of function to 'dot' file (with no function bodies),lib/Analysis/RegionPrinter.cpp,include/llvm/Analysis/RegionPrinter.h,True,True
RegionOnlyViewer,-view-regions-only,View regions of function (with no function bodies),lib/Analysis/RegionPrinter.cpp,include/llvm/Analysis/RegionPrinter.h,True,True
RegionPrinter,-dot-regions,Print regions of function to 'dot' file,lib/Analysis/RegionPrinter.cpp,include/llvm/Analysis/RegionPrinter.h,True,True
RegionViewer,-view-regions,View regions of function,lib/Analysis/RegionPrinter.cpp,include/llvm/Analysis/RegionPrinter.h,True,True
RegisterCoalescer,-simple-register-coalescing,Simple Register Coalescing,lib/CodeGen/RegisterCoalescer.cpp,,False,False
RenameIndependentSubregs,-rename-independent-subregs,Rename Independent Subregisters,lib/CodeGen/RenameIndependentSubregs.cpp,,False,False
ResetMachineFunction,-reset-machine-function,Reset machine function if ISel failed,lib/CodeGen/ResetMachineFunctionPass.cpp,,False,False
ReversePostOrderFunctionAttrsPass,-rpo-functionattrs,Deduce function attributes in RPO,lib/Transforms/IPO/FunctionAttrs.cpp,include/llvm/Transforms/IPO/FunctionAttrs.h,False,False
RewriteStatepointsForGCLegacyPass,-rewrite-statepoints-for-gc,Make relocations explicit at statepoints,lib/Transforms/Scalar/RewriteStatepointsForGC.cpp,include/llvm/Transforms/Scalar/RewriteStatepointsForGC.h,False,False
RewriteSymbolsPass,-rewrite-symbols,Rewrite Symbols,lib/Transforms/Utils/SymbolRewriter.cpp,include/llvm/Transforms/Utils/SymbolRewriter.h,False,False
SCCPPass,-sccp,Sparse Conditional Constant Propagation,lib/Transforms/Scalar/SCCP.cpp,include/llvm/Transforms/Scalar/SCCP.h,False,False
SCEVAAWrapperPass,-scev-aa,ScalarEvolution-based Alias Analysis,lib/Analysis/ScalarEvolutionAliasAnalysis.cpp,include/llvm/Analysis/ScalarEvolutionAliasAnalysis.h,False,True
SIAddIMGInit,-si-img-init,SI Add IMG Init,lib/Target/AMDGPU/SIAddIMGInit.cpp,,False,False
SIAnnotateControlFlow,-si-annotate-control-flow,Annotate SI Control Flow,lib/Target/AMDGPU/SIAnnotateControlFlow.cpp,,False,False
SIFixSGPRCopies,-si-fix-sgpr-copies,SI Fix SGPR copies,lib/Target/AMDGPU/SIFixSGPRCopies.cpp,,False,False
SIFixVGPRCopies,-si-fix-vgpr-copies,SI Fix VGPR copies,lib/Target/AMDGPU/SIFixVGPRCopies.cpp,,False,False
SIFixupVectorISel,-si-fixup-vector-isel,SI Fixup Vector ISel,lib/Target/AMDGPU/SIFixupVectorISel.cpp,,False,False
SIFoldOperands,-si-fold-operands,SI Fold Operands,lib/Target/AMDGPU/SIFoldOperands.cpp,,False,False
SIFormMemoryClauses,-si-form-memory-clauses,SI Form memory clauses,lib/Target/AMDGPU/SIFormMemoryClauses.cpp,,False,False
SIInsertSkips,-si-insert-skips,SI insert s_cbranch_execz instructions,lib/Target/AMDGPU/SIInsertSkips.cpp,,False,False
SIInsertWaitcnts,-si-insert-waitcnts,SI Insert Waitcnts,lib/Target/AMDGPU/SIInsertWaitcnts.cpp,,False,False
SILoadStoreOptimizer,-si-load-store-opt,SI Load Store Optimizer,lib/Target/AMDGPU/SILoadStoreOptimizer.cpp,,False,False
SILowerControlFlow,-si-lower-control-flow,SI lower control flow,lib/Target/AMDGPU/SILowerControlFlow.cpp,,False,False
SILowerI1Copies,-si-i1-copies,SI Lower i1 Copies,lib/Target/AMDGPU/SILowerI1Copies.cpp,,False,False
SILowerSGPRSpills,-si-lower-sgpr-spills,SI lower SGPR spill instructions,lib/Target/AMDGPU/SILowerSGPRSpills.cpp,,False,False
SIMemoryLegalizer,-si-memory-legalizer,SI Memory Legalizer,lib/Target/AMDGPU/SIMemoryLegalizer.cpp,,False,False
SIModeRegister,-si-mode-register,Insert required mode register values,lib/Target/AMDGPU/SIModeRegister.cpp,,False,False
SIOptimizeExecMasking,-si-optimize-exec-masking,SI optimize exec mask operations,lib/Target/AMDGPU/SIOptimizeExecMasking.cpp,,False,False
SIOptimizeExecMaskingPreRA,-si-optimize-exec-masking-pre-ra,SI optimize exec mask operations pre-RA,lib/Target/AMDGPU/SIOptimizeExecMaskingPreRA.cpp,,False,False
SIPeepholeSDWA,-si-peephole-sdwa,SI Peephole SDWA,lib/Target/AMDGPU/SIPeepholeSDWA.cpp,,False,False
SIPreAllocateWWMRegs,-si-pre-allocate-wwm-regs,SI Pre-allocate WWM Registers,lib/Target/AMDGPU/SIPreAllocateWWMRegs.cpp,,False,False
SIShrinkInstructions,-si-shrink-instructions,SI Shrink Instructions,lib/Target/AMDGPU/SIShrinkInstructions.cpp,,False,False
SIWholeQuadMode,-si-wqm,SI Whole Quad Mode,lib/Target/AMDGPU/SIWholeQuadMode.cpp,,False,False
SLPVectorizerPass,-slp-vectorizer,SLP Vectorizer,lib/Transforms/Vectorize/SLPVectorizer.cpp,include/llvm/Transforms/Vectorize/SLPVectorizer.h,False,False
SROAPass,-sroa,Scalar Replacement Of Aggregates,lib/Transforms/Scalar/SROA.cpp,include/llvm/Transforms/Scalar/SROA.h,False,False
SafeStackLegacyPass,-safe-stack,Safe Stack instrumentation pass,lib/CodeGen/SafeStack.cpp,,False,False
SafepointIRVerifier,-verify-safepoint-ir,Safepoint IR Verifier,lib/IR/SafepointIRVerifier.cpp,include/llvm/IR/SafepointIRVerifier.h,False,False
SampleProfileLoaderPass,-sample-profile,Sample Profile loader,lib/Transforms/IPO/SampleProfile.cpp,include/llvm/Transforms/IPO/SampleProfile.h,False,False
ScalarEvolutionWrapperPass,-scalar-evolution,Scalar Evolution Analysis,lib/Analysis/ScalarEvolution.cpp,include/llvm/Analysis/ScalarEvolution.h,False,True
ScalarizeMaskedMemIntrin,-scalarize-masked-mem-intrin,Scalarize unsupported masked memory intrinsics,lib/CodeGen/ScalarizeMaskedMemIntrin.cpp,,False,False
ScalarizerPass,-scalarizer,Scalarize vector operations,lib/Transforms/Scalar/Scalarizer.cpp,include/llvm/Transforms/Scalar/Scalarizer.h,False,False
ScavengerTest,-scavenger-test,Scavenge virtual registers inside basic blocks,lib/CodeGen/RegisterScavenging.cpp,include/llvm/CodeGen/RegisterScavenging.h,False,False
ScopedNoAliasAAWrapperPass,-scoped-noalias,Scoped NoAlias Alias Analysis,lib/Analysis/ScopedNoAliasAA.cpp,include/llvm/Analysis/ScopedNoAliasAA.h,False,True
SeparateConstOffsetFromGEPPass,-separate-const-offset-from-gep,Split GEPs to a variadic base and a constant offset for better CSE,lib/Transforms/Scalar/SeparateConstOffsetFromGEP.cpp,,False,False
ShadowStackGCLowering,-shadow-stack-gc-lowering,Shadow Stack GC Lowering,lib/CodeGen/ShadowStackGCLowering.cpp,,False,False
ShrinkWrap,-shrink-wrap,Shrink Wrap Pass,lib/CodeGen/ShrinkWrap.cpp,,False,False
SimpleLoopUnswitchLegacyPass,-simple-loop-unswitch,Simple unswitch loops,lib/Transforms/Scalar/SimpleLoopUnswitch.cpp,include/llvm/Transforms/Scalar/SimpleLoopUnswitch.h,False,False
SingleLoopExtractorPass,-loop-extract-single,Extract at most one loop into a new function,lib/Transforms/IPO/LoopExtractor.cpp,,False,False
SinkingPass,-sink,Code sinking,lib/Transforms/Scalar/Sink.cpp,include/llvm/Transforms/Scalar/Sink.h,False,False
SjLjEHPrepare,-sjljehprepare,Prepare SjLj exceptions,lib/CodeGen/SjLjEHPrepare.cpp,,False,False
SlotIndexes,-slotindexes,Slot index numbering,lib/CodeGen/SlotIndexes.cpp,include/llvm/CodeGen/SlotIndexes.h,False,False
SpeculativeExecutionPass,-speculative-execution,Speculatively execute instructions,lib/Transforms/Scalar/SpeculativeExecution.cpp,include/llvm/Transforms/Scalar/SpeculativeExecution.h,False,False
SpillPlacement,-spill-code-placement,Spill Code Placement Analysis,lib/CodeGen/SpillPlacement.cpp,,True,True
StackColoring,-stack-coloring,Merge disjoint stack slots,lib/CodeGen/StackColoring.cpp,,False,False
StackMapLiveness,-stackmap-liveness,StackMap Liveness Analysis,lib/CodeGen/StackMapLivenessAnalysis.cpp,,False,False
StackProtector,-stack-protector,Insert stack protectors,lib/CodeGen/StackProtector.cpp,include/llvm/CodeGen/StackProtector.h,False,True
StackSafetyGlobalInfoWrapperPass,-stack-safety,Stack Safety Analysis,lib/Analysis/StackSafetyAnalysis.cpp,include/llvm/Analysis/StackSafetyAnalysis.h,False,False
StackSafetyInfoWrapperPass,-stack-safety-local,Stack Safety Local Analysis,lib/Analysis/StackSafetyAnalysis.cpp,include/llvm/Analysis/StackSafetyAnalysis.h,False,True
StackSlotColoring,-stack-slot-coloring,Stack Slot Coloring,lib/CodeGen/StackSlotColoring.cpp,,False,False
StraightLineStrengthReducePass,-slsr,Straight line strength reduction,lib/Transforms/Scalar/StraightLineStrengthReduce.cpp,,False,False
StripDeadDebugInfoPass,-strip-dead-debug-info,Strip debug info for unused symbols,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripDeadPrototypesPass,-strip-dead-prototypes,Strip Unused Function Prototypes,lib/Transforms/IPO/StripDeadPrototypes.cpp,include/llvm/Transforms/IPO/StripDeadPrototypes.h,False,False
StripDebugDeclarePass,-strip-debug-declare,Strip all llvm.dbg.declare intrinsics,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripGCRelocates,-strip-gc-relocates,Strip gc.relocates inserted through RewriteStatepointsForGC,lib/Transforms/Utils/StripGCRelocates.cpp,,True,False
StripNonDebugSymbolsPass,-strip-nondebug,"Strip all symbols, except dbg symbols, from a module",lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripNonLineTableDebugInfoPass,-strip-nonlinetable-debuginfo,Strip all debug info except linetables,lib/Transforms/Utils/StripNonLineTableDebugInfo.cpp,,False,False
StripSymbolsPass,-strip,Strip all symbols from a module,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StructurizeCFGPass,-structurizecfg,Structurize the CFG,lib/Transforms/Scalar/StructurizeCFG.cpp,,False,False
SystemZPostRewrite,-systemz-post-rewrite,SystemZ Post Rewrite pass,lib/Target/SystemZ/SystemZPostRewrite.cpp,,False,False
SystemZTDCPass,-systemz-tdc,SystemZ Test Data Class optimization,lib/Target/SystemZ/SystemZTDC.cpp,,False,False
TailCallEliminationPass,-tailcallelim,Tail Call Elimination,lib/Transforms/Scalar/TailRecursionElimination.cpp,include/llvm/Transforms/Scalar/TailRecursionElimination.h,False,False
TailDuplicate,-tailduplication,Tail Duplication,lib/CodeGen/TailDuplication.cpp,,False,False
TargetLibraryInfoWrapperPass,-targetlibinfo,Target Library Information,lib/Analysis/TargetLibraryInfo.cpp,include/llvm/Analysis/TargetLibraryInfo.h,False,True
TargetPassConfig,-targetpassconfig,Target Pass Configuration,lib/CodeGen/TargetPassConfig.cpp,include/llvm/CodeGen/TargetPassConfig.h,False,False
TargetTransformInfoWrapperPass,-tti,Target Transform Information,lib/Analysis/TargetTransformInfo.cpp,include/llvm/Analysis/TargetTransformInfo.h,False,True
ThreadSanitizerLegacyPassPass,-tsan,ThreadSanitizer: detects data races.,lib/Transforms/Instrumentation/ThreadSanitizer.cpp,include/llvm/Transforms/Instrumentation/ThreadSanitizer.h,False,False
Thumb2ITBlock,-thumb2-it,Thumb IT blocks insertion pass,lib/Target/ARM/Thumb2ITBlockPass.cpp,,False,False
Thumb2SizeReduce,-t2-reduce-size,Thumb2 instruction size reduce pass,lib/Target/ARM/Thumb2SizeReduction.cpp,,False,False
TwoAddressInstructionPass,-twoaddressinstruction,Two-Address instruction pass,lib/CodeGen/TwoAddressInstructionPass.cpp,,False,False
TypeBasedAAWrapperPass,-tbaa,Type-Based Alias Analysis,lib/Analysis/TypeBasedAliasAnalysis.cpp,include/llvm/Analysis/TypeBasedAliasAnalysis.h,False,True
TypePromotion,-type-promotion,Type Promotion,lib/CodeGen/TypePromotion.cpp,,False,False
UnifyFunctionExitNodesPass,-mergereturn,Unify function exit nodes,lib/Transforms/Utils/UnifyFunctionExitNodes.cpp,include/llvm/Transforms/Utils/UnifyFunctionExitNodes.h,False,False
UnpackMachineBundles,-unpack-mi-bundles,Unpack machine instruction bundles,lib/CodeGen/MachineInstrBundle.cpp,include/llvm/CodeGen/MachineInstrBundle.h,False,False
UnreachableBlockElimLegacyPass,-unreachableblockelim,Remove unreachable blocks from the CFG,lib/CodeGen/UnreachableBlockElim.cpp,include/llvm/CodeGen/UnreachableBlockElim.h,False,False
UnreachableMachineBlockElim,-unreachable-mbb-elimination,Remove unreachable machine basic blocks,lib/CodeGen/UnreachableBlockElim.cpp,include/llvm/CodeGen/UnreachableBlockElim.h,False,False
VerifierLegacyPass,-verify,Module Verifier,lib/IR/Verifier.cpp,include/llvm/IR/Verifier.h,False,False
VirtRegMap,-virtregmap,Virtual Register Map,lib/CodeGen/VirtRegMap.cpp,include/llvm/CodeGen/VirtRegMap.h,False,False
VirtRegRewriter,-virtregrewriter,Virtual Register Rewriter,lib/CodeGen/VirtRegMap.cpp,include/llvm/CodeGen/VirtRegMap.h,False,False
WarnMissedTransformationsLegacy,-transform-warning,Warn about non-applied transformations,lib/Transforms/Scalar/WarnMissedTransforms.cpp,include/llvm/Transforms/Scalar/WarnMissedTransforms.h,False,False
WasmEHPrepare,-wasmehprepare,Prepare WebAssembly exceptions,lib/CodeGen/WasmEHPrepare.cpp,,False,False
WebAssemblyAddMissingPrototypes,-wasm-add-missing-prototypes,Add prototypes to prototypes-less functions,lib/Target/WebAssembly/WebAssemblyAddMissingPrototypes.cpp,,False,False
WebAssemblyArgumentMove,-wasm-argument-move,Move ARGUMENT instructions for WebAssembly,lib/Target/WebAssembly/WebAssemblyArgumentMove.cpp,,False,False
WebAssemblyCFGSort,-wasm-cfg-sort,Reorders blocks in topological order,lib/Target/WebAssembly/WebAssemblyCFGSort.cpp,,False,False
WebAssemblyCFGStackify,-wasm-cfg-stackify,Insert BLOCK/LOOP/TRY markers for WebAssembly scopes,lib/Target/WebAssembly/WebAssemblyCFGStackify.cpp,,False,False
WebAssemblyCallIndirectFixup,-wasm-call-indirect-fixup,Rewrite call_indirect argument orderings,lib/Target/WebAssembly/WebAssemblyCallIndirectFixup.cpp,,False,False
WebAssemblyExceptionInfo,-wasm-exception-info,WebAssembly Exception Information,lib/Target/WebAssembly/WebAssemblyExceptionInfo.cpp,,True,True
WebAssemblyExplicitLocals,-wasm-explicit-locals,Convert registers to WebAssembly locals,lib/Target/WebAssembly/WebAssemblyExplicitLocals.cpp,,False,False
WebAssemblyFixIrreducibleControlFlow,-wasm-fix-irreducible-control-flow,Removes irreducible control flow,lib/Target/WebAssembly/WebAssemblyFixIrreducibleControlFlow.cpp,,False,False
WebAssemblyLateEHPrepare,-wasm-late-eh-prepare,WebAssembly Late Exception Preparation,lib/Target/WebAssembly/WebAssemblyLateEHPrepare.cpp,,False,False
