benchmark,reward,walltime,commandline
benchmark://cbench-v1/adpcm,0.9999999999999998,3.3471643924713135,opt -sroa -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.305574417114258,opt -sroa -simplifycfg -loop-reroll -early-cse-memssa -instcombine -sroa -newgvn -simplifycfg input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.324244499206543,opt -sroa -simplifycfg -early-cse-memssa -instcombine -lcssa -newgvn -sroa -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.299079656600952,opt -sroa -simplifycfg -loop-predication -early-cse-memssa -instcombine -sroa -newgvn -simplifycfg input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.377950668334961,opt -sroa -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.3638758659362793,opt -sroa -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.332183361053467,opt -sroa -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.319218873977661,opt -sroa -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.2783472537994385,opt -sroa -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.9999999999999998,3.307706356048584,opt -sroa -simplifycfg -early-cse-memssa -instcombine -forceattrs -sroa -newgvn -jump-threading input.bc -o output.bc
benchmark://cbench-v1/bitcount,1.0140845070422535,3.8666810989379883,opt -mem2reg -instcombine -simplifycfg -newgvn -sroa -instcombine -tailcallelim input.bc -o output.bc
benchmark://cbench-v1/bitcount,1.0140845070422535,3.8608546257019043,opt -mem2reg -instcombine -simplifycfg -newgvn -sroa -instcombine -tailcallelim input.bc -o output.bc
